DRIED_MEAT				0   0	0   0	0		290 290 290 290	290		290	291	291			290	290	290	290	290			290	290	291	291	0
																																	
PED_HEAD				0   0	0   0	0	 	0   0	0   0	0		0   0	0			0   0	0   0	0 	    	0	701 0	0	0
PED_TORSO				0   0	0   0	0 		0   0	0   0	0		0   0	0			0   0	0   0	0 	    	0	701 0	0	0
PED_LIMB				0   0	0   0	0  		0   0	0   0	0		0   0	0			0   0	0   0	0 	    	0	701 0	0	0
PED_FOOT				0   0	0   0	0  		0   0	0   0	0		0   0	0			0   0	0   0	0 	    	0	701 0	0	0
PED_CAPSULE				0   0	0   0	0  		0   0	0   0	0		0   0	0			0   0	0   0	0 	    	0	701	0	0	0
																																	
BRKGLASS_LOOKUP			0   0	0   0	0  		1   1   1   1	1		2   1   2			2   2	0   0	3 	    	0	0   2	2	0


WEAPONFX_TABLE_END



# MATERIAL ENTRIES BELOW: 127


WEAPONFX_INFO_START

#########################################################################################################################################################################################################
#		DECAL INFO ----------------------------------------------------------------------------------------------------------------------------->		PTFX INFO ---------------------------------->	#
# ID	DECAL	<---- STRETCH ----->	RANGE	COL_TINT			SIZE ----->		OVERLAY	DUPLIC	LIFE ----->		FADEIN	EXCLUS	SHOTGUN	---->		FX_SYS					RANGE	FX		LOD		#
#		ID		ID		DOT		MULT			R   G	B	A		MIN		MAX		MAX RAD	REJECT	MIN		MAX				MTL		DECAL	SCALE	    								SCALE	SCALE	#
#########################################################################################################################################################################################################

# BULLETS VS MATERIALS

# GLASS (FIRST HALF OF EACH IS THE NON BLOOD VARIANT - SECOND HALF OF EACH IS THE 'WITH BLOOD' VARIANT - MUST HAVE AN ID UNDER 100 TO WORK)
01		4102	4102	0.0		1.0		100.0	255 255	255	255		0.4		0.65	0.0		0.41	-1.0	-1.0	0.1		0		4207	1.1	    	bul_glass_shotgun		60.0	1.1		1.1
01		4102	4102	0.0		1.0		100.0	255 255	255	255		0.43	0.65	0.0		0.41	-1.0	-1.0	0.1		0		4207	1.0	    	bul_glass_shotgun		60.0	1.1		1.1	
01		4104	4104	0.0		1.0		100.0	255 255	255	255		0.43	0.65	0.0		0.41	-1.0	-1.0	0.1		0		4205	1.0	    	bul_glass_shotgun		60.0	1.1		1.1	
01		4104	4104	0.0		1.0		100.0	255 255	255	255		0.43	0.65	0.0		0.41	-1.0	-1.0	0.1		0		4205	1.0	    	bul_glass_shotgun		60.0	1.1		1.1	
50		4102	4102	0.0		1.0		50.0	255 255	255	255		0.4		0.6		0.0		0.1		-1.0	-1.0	0.0		0		-1		1.0	    	bul_glass				60.0	1.1		1.1
50		4104	4104	0.0		1.0		50.0	255 255	255	255		0.45	0.6		0.0		0.1		-1.0	-1.0	0.0		0		-1		1.0	    	bul_glass				60.0	1.1		1.1
51		4102	4102	0.0		1.0		80.0	255 255	255	255		0.3		0.6		0.0		0.1		-1.0	-1.0	0.0		0		-1		1.0	    	bul_glass				60.0	1.1		1.1
51		4104	4104	0.0		1.0		80.0	255 255	255	255		0.45	0.6		0.0		0.1		-1.0	-1.0	0.0		0		-1		1.0	    	bul_glass				60.0	1.1		1.1
52		4102	4102	0.0		1.0		100.0	255 255	255	255		0.5		0.65	0.0		0.1		-1.0	-1.0	0.0		0		-1		1.0	    	bul_glass				60.0	1.1		1.1
52		4104	4104	0.0		1.0		100.0	255 255	255	255		0.45	0.6		0.0		0.1		-1.0	-1.0	0.0		0		-1		1.0	    	bul_glass				60.0	1.1		1.1
55		4102	4102	0.0		1.0		200.0	255 255	255	255		0.8		1.0		0.0		0.2		-1.0	-1.0	0.0		0		-1		1.0	    	bul_glass				120.0	2.2		1.4
55		4104	4104	0.0		1.0		200.0	255 255	255	255		0.9		1.2		0.0		0.2		-1.0	-1.0	0.0		0		-1		1.0	    	bul_glass				120.0	2.2		1.4
56		4102	4102	0.0		1.0		400.0	255 255	255	255		3.0		3.4		0.0		1.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_glass_heli			350.0	4.2		4.1
56		4104	4104	0.0		1.0		400.0	255 255	255	255		3.0		3.4		0.0		1.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_glass_heli			350.0	4.2		4.1
57		4102	4102	0.0		1.0		200.0	255 255	255	255		2.4		2.8		0.0		0.5		-1.0	-1.0	0.0		0		-1		1.0	    	-						60.0	2.1		1.3
57		4104	4104	0.0		1.0		200.0	255 255	255	255		2.6		3.0		0.0		0.5		-1.0	-1.0	0.0		0		-1		1.0	    	-						60.0	2.1		1.3
58		4102	4102	0.0		1.0		400.0	255 255	255	255		1.8		2.2		0.0		0.4		-1.0	-1.0	0.0		0		-1		1.0	    	bul_glass_mini			350.0	2.6		2.9
58		4104	4104	0.0		1.0		400.0	255 255	255	255		2.0		2.6		0.0		0.4		-1.0	-1.0	0.0		0		-1		1.0	    	bul_glass_mini			350.0	2.6		2.9



# METAL_CARMETAL
101		4010	4010	0.1		1.0		20.0	255 255	255	255		0.10	0.13	0.0		0.04	-1.0	-1.0	0.0		0		-1		1.0	    	bul_carmetal			60.0	1.1		1.1
102		4010	4010	0.15	1.5		30.0	255 255	255	255		0.11	0.15	0.0		0.06	-1.0	-1.0	0.0		0		-1		1.0	    	bul_carmetal			60.0	1.1		1.1
103		4010	4010	0.3		2.0		80.0	255 255	255	255		0.25	0.3		0.0		0.1		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_carmetal_heli		350.0	2.2		2.2
104		4010	4010	0.35	1.7		60.0	255 255	255	255		0.12	0.17	0.0		0.06	-1.0	-1.0	0.0		0		-1		1.0  	  	bul_carmetal			100.0	1.8		1.8
105		4010	4010	0.2		2.5		70.0	255 255	255	255		0.10	0.15	0.0		0.05	-1.0	-1.0	0.0		0		4202	1.0	    	bul_carmetal			60.0	1.4		1.4


# CONCRETE
110		4020	4020	0.1		1.0		20.0	255 255	255	255		0.10	0.12	0.1		0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_concrete			60.0	1.2		1.2
111		4020	4020	0.15	1.5		30.0	255 255	255	255		0.12	0.15	0.17	0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_concrete			60.0	1.3		1.3
112		4020	4020	0.3		2.0		80.0	255 255	255	255		0.2		0.25	0.28	0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_concrete_heli		350.0	2.2		2.2
113		4020	4020	0.35	1.7		60.0	255 255	255	255		0.12	0.17	0.2		0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_concrete_minigun	100.0	1.7		1.7
114		4020	4020	0.3		2.0		70.0	255 255	255	255		0.15	0.2		0.1		0.0		-1.0	-1.0	0.0		0		4204	2.0	    	bul_concrete			60.0	1.3		1.3


# PLASTER
115		4020	4020	0.1		1.0		20.0	255 255	255	255		0.10	0.12	0.1		0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_plaster_brittle		60.0	1.3		1.3
116		4020	4020	0.15	1.5		30.0	255 255	255	255		0.12	0.15	0.17	0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_plaster_brittle		60.0	1.5		1.5
117		4020	4020	0.3		2.0		80.0	255 255	255	255		0.2		0.25	0.28	0.0		-1.0	-1.0	0.0		1		-1		1.0  	  	bul_plaster_brittle		350.0	2.1		2.1
118		4020	4020	0.35	1.7		60.0	255 255	255	255		0.12	0.17	0.2		0.0		-1.0	-1.0	0.0		1		-1		1.0  	  	bul_plaster_brittle		100.0	1.9		1.9
119		4020	4020	0.3		2.0		70.0	255 255	255	255		0.15	0.2		0.1		0.0		-1.0	-1.0	0.0		0		4204	2.0	    	bul_plaster_brittle		60.0	1.8		1.8


# WOOD
120		4050	4050	0.1		1.0		20.0	255 255	255	255		0.10	0.12	0.1		0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_wood_splinter		60.0	1.1		1.1
121		4050	4050	0.15	1.5		30.0	255 255	255	255		0.12	0.15	0.17	0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_wood_splinter		60.0	1.2		1.2
123		4050	4050	0.3		2.0		80.0	255 255	255	255		0.2		0.25	0.28	0.0		-1.0	-1.0	0.0		1		-1		1.0  	  	bul_wood_splinter_heli	350.0	2.1		2.1
124		4050	4050	0.35	1.7		60.0	255 255	255	255		0.12	0.17	0.2		0.0		-1.0	-1.0	0.0		1		-1		1.0  	  	bul_wood_splinter		100.0	1.8		1.8
122		4050	4050	0.3		2.0		70.0	255 255	255	255		0.15	0.2		0.1		0.0		-1.0	-1.0	0.0		0		4203	1.3	    	bul_wood_splinter		60.0	1.4		1.4


# DEFAULT DECALS (DEFAULT/RUBBER)
130		4040	4040	0.1		1.0		20.0	255 255	255	255		0.10	0.12	0.1		0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_rubber_dust			60.0	0.9		1.0
131		4040	4040	0.15	1.5		30.0	255 255	255	255		0.12	0.15	0.17	0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_rubber_dust			60.0	0.9		1.0
132		4040	4040	0.35	1.7		60.0	255 255	255	255		0.12	0.17	0.2		0.0		-1.0	-1.0	0.0		1		-1		1.0  	  	bul_rubber_dust			150.0	1.7		1.7
133		4040	4040	0.3		2.0		70.0	255 255	255	255		0.15	0.2		0.1		0.0		-1.0	-1.0	0.0		0		4202	1.3	    	bul_rubber_dust			60.0	1.2		1.2


# DEFAULT PLASTIC
134		4040	4040	0.1		1.0		20.0	255 255	255	255		0.10	0.13	0.0		0.04	-1.0	-1.0	0.0		0		-1		1.0	    	bul_plastic				60.0	1.0		1.0
135		4040	4040	0.15	1.5		30.0	255 255	255	255		0.11	0.15	0.0		0.06	-1.0	-1.0	0.0		0		-1		1.0	    	bul_plastic				60.0	1.0		1.0
136		4040	4040	0.3		2.0		80.0	255 255	255	255		0.25	0.3		0.0		0.1		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_plastic				350.0	2.0		2.0
137		4040	4040	0.35	1.7		60.0	255 255	255	255		0.12	0.17	0.0		0.06	-1.0	-1.0	0.0		0		-1		1.0  	  	bul_plastic				100.0	1.5		1.5
138		4040	4040	0.3		2.0		70.0	255 255	255	255		0.17	0.2		0.0		0.3		-1.0	-1.0	0.0		0		4200	2.0	    	bul_plastic				60.0	1.2		1.2


# PAPER
140		4040	4040	0.1		1.0		20.0	255 255	255	255		0.10	0.13	0.0		0.04	-1.0	-1.0	0.0		0		-1		1.0	    	bul_paper				60.0	1.1		1.1
141		4040	4040	0.15	1.5		30.0	255 255	255	255		0.11	0.15	0.0		0.06	-1.0	-1.0	0.0		0		-1		1.0	    	bul_paper				60.0	1.2		1.2
142		4040	4040	0.3		2.0		80.0	255 255	255	255		0.25	0.3		0.0		0.1		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_paper				350.0	2.0		2.0
143		4040	4040	0.35	1.7		60.0	255 255	255	255		0.12	0.17	0.0		0.06	-1.0	-1.0	0.0		0		-1		1.0  	  	bul_paper				100.0	1.4		1.4
144		4040	4040	0.3		2.0		70.0	255 255	255	255		0.17	0.2		0.0		0.3		-1.0	-1.0	0.0		0		4200	2.0	    	bul_paper				60.0	1.3		1.3


# GRAVEL
150		4020	4020	0.1		1.0		20.0	255 255	255	120		0.10	0.12	0.1		0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_gravel				60.0	1.2		1.2
151		4020	4020	0.15	1.5		30.0	255 255	255	120		0.12	0.15	0.17	0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_gravel				60.0	1.4		1.4
152		4020	4020	0.3		2.0		80.0	255 255	255	120		0.2		0.25	0.28	0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_gravel_heli			350.0	2.0		2.0
153		4020	4020	0.35	1.7		60.0	255 255	255	120		0.12	0.17	0.2		0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_gravel				100.0	1.6		1.6
154		4020	4020	0.3		2.0		70.0	255 255	255	120		0.15	0.2		0.1		0.0		-1.0	-1.0	0.0		0		4204	2.0	    	bul_gravel				60.0	1.3		1.3
	

# SAND LOOSE
155		4053	4053	0.1		1.0		20.0	255 255	255	255		0.10	0.12	0.1		0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_sand_loose			60.0	1.5		1.5
156		4053	4053	0.15	1.5		30.0	255 255	255	255		0.12	0.15	0.17	0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_sand_loose			60.0	1.6		1.6
157		4053	4053	0.3		2.0		80.0	255 255	255	255		0.2		0.25	0.28	0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_sand_loose_heli		350.0	2.0		2.0
158		4053	4053	0.35	1.7		60.0	255 255	255	255		0.12	0.17	0.2		0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_sand_loose			100.0	1.9		1.9
159		4053	4053	0.3		2.0		70.0	255 255	255	255		0.15	0.2		0.1		0.0		-1.0	-1.0	0.0		0		4204	2.0	    	bul_sand_loose			60.0	1.7		1.7


# SAND COMPACT
160		4032	4032	0.1		1.0		20.0	255 255	255	210		0.10	0.12	0.1		0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_dirt				60.0	1.3		1.3
161		4032	4032	0.15	1.5		30.0	255 255	255	210		0.12	0.15	0.17	0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_dirt				60.0	1.2		1.2
162		4032	4032	0.3		2.0		80.0	255 255	255	210		0.2		0.25	0.28	0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_dirt_heli			350.0	2.0		2.0
163		4032	4032	0.35	1.7		60.0	255 255	255	210		0.12	0.17	0.2		0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_dirt				100.0	1.6		1.6
164		4032	4032	0.3		2.0		70.0	255 255	255	210		0.15	0.2		0.1		0.0		-1.0	-1.0	0.0		0		4204	2.0	    	bul_dirt				60.0	1.5		1.5


# SAND WET AND MUD
165		4032	4032	0.1		1.0		20.0	255 255	255	225		0.10	0.12	0.1		0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_mud					60.0	1.1		1.1
166		4032	4032	0.15	1.5		30.0	255 255	255	225		0.12	0.15	0.17	0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_mud					60.0	1.3		1.3
167		4032	4032	0.3		2.0		80.0	255 255	255	225		0.2		0.25	0.28	0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_mud_heli			350.0	2.1		2.2
168		4032	4032	0.35	1.7		60.0	255 255	255	225		0.12	0.17	0.2		0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_mud					100.0	1.9		1.9
169		4032	4032	0.3		2.0		70.0	255 255	255	225		0.15	0.2		0.1		0.0		-1.0	-1.0	0.0		0		4204	2.0	    	bul_mud					60.0	2.0		2.0


# SANDSTONE
170		4053	4053	0.1		1.0		20.0	255 255	255	255		0.10	0.12	0.1		0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_dirt				60.0	1.3		1.3
171		4053	4053	0.15	1.5		30.0	255 255	255	255		0.12	0.15	0.17	0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_dirt				60.0	1.5		1.5
172		4053	4053	0.3		2.0		80.0	255 255	255	255		0.2		0.25	0.28	0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_dirt_heli			350.0	2.1		2.0
173		4053	4053	0.35	1.7		60.0	255 255	255	255		0.12	0.17	0.2		0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_dirt				100.0	2.0		2.0
174		4053	4053	0.3		2.0		70.0	255 255	255	255		0.15	0.2		0.1		0.0		-1.0	-1.0	0.0		0		4204	2.0	    	bul_dirt				60.0	1.7		1.7


# MATTRESS_FOAM
175		4030	4030	0.1		1.0		20.0	255 255	255	255		0.10	0.12	0.1		0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_foam				60.0	1.0		1.0
176		4030	4030	0.15	1.5		30.0	255 255	255	255		0.12	0.15	0.17	0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_foam				60.0	1.1		1.1
177		4030	4030	0.3		2.0		80.0	255 255	255	255		0.2		0.25	0.28	0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_foam				350.0	2.0		2.0
178		4030	4030	0.35	1.7		60.0	255 255	255	255		0.12	0.17	0.2		0.0		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_foam				100.0	1.7		1.7
179		4030	4030	0.3		2.0		70.0	255 255	255	255		0.15	0.2		0.1		0.0		-1.0	-1.0	0.0		0		4204	2.0	    	bul_foam				60.0	1.4		1.4
                                                                                                                                                       

# GRASS
183		4032	4032	0.0		1.0		20.0	141 111	83	255		0.11	0.14	0.2		0.0		-1.0	-1.0	0.0		1		-1		1.0	    	bul_grass				60.0	1.4		1.4
184		4032	4032	0.0		1.0		20.0	141 111	83	255		0.13	0.15	0.3		0.0		-1.0	-1.0	0.0		1		-1		1.0	    	bul_grass				60.0	1.9		1.9
185		4032	4032	0.0		1.0		20.0	141 111	83	255		0.20	0.25	0.0		0.3		-1.0	-1.0	0.0		1		-1		1.0	    	bul_grass_heli			350.0	2.1		1.3
186		4032	4032	0.0		1.0		20.0	141 111	83	255		0.3		0.5		0.0		0.2		-1.0	-1.0	0.0		1		-1		1.0	    	bul_grass				100.0	2.0		2.0
187		4032	4032	0.0		1.0		20.0	141 111	83	255		0.12	0.18	0.2		0.0		-1.0	-1.0	0.0		0		4204	1.3	    	bul_grass				60.0	1.8		1.8


# HAY
195		4032	4032	0.0		1.0		20.0	255 255	255	255		0.10	0.12	0.2		0.0		-1.0	-1.0	0.0		1		-1		1.0	    	bul_hay					60.0	1.0		1.0
196		4032	4032	0.0		1.0		20.0	255 255	255	255		0.13	0.15	0.2		0.0		-1.0	-1.0	0.0		1		-1		1.0	    	bul_hay					60.0	1.3		1.3
197		4032	4032	0.0		1.0		20.0	255 255	255	255		0.20	0.25	0.4		0.0		-1.0	-1.0	0.0		1		-1		1.0	    	bul_hay					350.0	2.0		1.5
198		4032	4032	0.0		1.0		20.0	255 255	255	255		0.15	0.2		0.3		0.0		-1.0	-1.0	0.0		1		-1		1.0	    	bul_hay					100.0	1.8		1.8
199		4032	4032	0.0		1.0		20.0	255 255	255	255		0.12	0.18	0.2		0.0		-1.0	-1.0	0.0		0		4204	1.3	    	bul_hay					60.0	1.8		1.8


# CARDBOARD
190		4040	4040	0.1		1.0		20.0	255 255	255	255		0.10	0.13	0.0		0.04	-1.0	-1.0	0.0		0		-1		1.0	    	bul_cardboard			60.0	0.6		1.0
191		4040	4040	0.15	1.5		30.0	255 255	255	255		0.11	0.15	0.0		0.06	-1.0	-1.0	0.0		0		-1		1.0	    	bul_cardboard			60.0	0.8		1.0
192		4040	4040	0.3		2.0		80.0	255 255	255	255		0.25	0.3		0.0		0.1		-1.0	-1.0	0.0		0		-1		1.0  	  	bul_cardboard			350.0	2.0		2.0
193		4040	4040	0.35	1.7		60.0	255 255	255	255		0.12	0.17	0.0		0.06	-1.0	-1.0	0.0		0		-1		1.0  	  	bul_cardboard			100.0	1.5		1.5
194		4040	4040	0.3		2.0		70.0	255 255	255	255		0.17	0.2		0.0		0.3		-1.0	-1.0	0.0		0		4200	2.0	    	bul_cardboard			60.0	1.0		1.0


# DIRT_DRY
200		4032	4032	0.1		1.0		20.0	255 255	255	255		0.10	0.12	0.1		0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_dirt				60.0	1.3		1.3
201		4032	4032	0.15	1.5		30.0	255 255	255	255		0.12	0.15	0.17	0.0		-1.0	-1.0	0.0		0		-1		1.0	    	bul_dirt				60.0	1.5		1.5
